ID,Title,Medium_Picture,Large_Picture,Mean,Rank,Popularity,Genres,Synopsis
86769,Kusuriya no Hitorigoto,https://cdn.myanimelist.net/images/manga/2/176943.jpg,https://cdn.myanimelist.net/images/manga/2/176943l.jpg,8.76,48,1465,"Drama, Medical, Mystery","In the East is a land ruled by an emperor, whose consorts and serving women live in a sprawling complex known as the hougong, the rear palace. Maomao, an unassuming girl raised in an unassuming town by her apothecary father, never imagined the rear palace would have anything to do with her—until she was kidnapped and sold into service there.  Though she looks ordinary, Maomao has a quick wit, a sharp mind, and an extensive knowledge of medicine. That's her secret, until she encounters a resident of the palace at least as perceptive as she is: the head eunuch, Jinshi. He sees through Maomao's façade and makes her a lady-in-waiting to none other than the Emperor's favorite consort... so she can taste the lady's food for poison!  At her lady's side, Maomao starts to learn about everything that goes on in the rear palace—not all of it seemly. Can she ever lead a quiet life, or will her powers of deduction and insatiable curiosity bring her ever more adventures, and ever more dangers?  (Source: J-Novel Club)"
40171,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,https://cdn.myanimelist.net/images/manga/1/122461.webp,https://cdn.myanimelist.net/images/manga/1/122461l.webp,8.74,53,225,"Comedy, Love Polygon, Romance, School","Hachiman Hikigaya, a student in Soubu High School, is a cynical loner due to his traumatic past experiences in his social life. This eventually led to him developing a set of ""dead fish eyes"" and a twisted personality similar to that of a petty criminal. Believing that the concept of youth is a lie made up by youngsters who face their failures in denial, he turns in an essay that criticizes this exact mentality of youths. Irritated by the submission, his homeroom teacher, Shizuka Hiratsuka, forces him to join the Volunteer Service Club—a club that assists students to solve their problems in life, hoping that helping other people would change his personality.  However, Yukino Yukinoshita, the most beautiful girl in school, is surprisingly the sole member of the club and a loner, albeit colder and smarter than Hikigaya. Their club soon expands when Yui Yuigahama joins them after being helped with her plight, and they begin to accept more requests.  With his status quo as a recluse, Hikigaya attempts to solve problems in his own way, but his methods may prove to be a double-edged sword.  [Written by MAL Rewrite]"
102875,Fata Morgana no Yakata: Anata no Genten ni Itaru Monogatari,https://cdn.myanimelist.net/images/manga/2/193634.jpg,https://cdn.myanimelist.net/images/manga/2/193634l.jpg,8.73,55,4590,"Drama, Horror, Mystery, Supernatural","You awaken in a decrepit old mansion.  A woman with eyes of jade stands before You, informing You that You are the Master of the house, and she Your Maid. However, You have no memories, no concept of self—or, indeed, any certainty that You are even alive. The Maid invites You to join her on a journey through the mansion's lifeless halls, to behold the numerous tragedies that have befallen its residents. She suggests that among them, perhaps You will find some trace of Yourself.  (Source: MangaGamer, edited)"
55215,Utsuro no Hako to Zero no Maria,https://cdn.myanimelist.net/images/manga/2/175662.webp,https://cdn.myanimelist.net/images/manga/2/175662l.webp,8.69,65,138,"Action, Drama, Horror, Mystery, Psychological, Romance, School, Supernatural, Suspense","Kazuki Hoshino values his everyday life above all else. He spends the days carefree with his friends at school, until the uneventful bliss suddenly comes to a halt with the transfer of the aloof beauty Aya Otonashi into his class and her cold, dramatic statement to him immediately upon arrival:  ""I'm here to break you. This is the 13,118th time I've transferred. After so many occasions, I have to say that this is all starting to grate on me, which is why this time I'm spicing things up with a proper declaration of war.""  And with those puzzling words, the ordinary days that Kazuki loved so dearly become a cycle of turmoil and fear—Aya's sudden appearance signals the unraveling of unseen mysteries surrounding Kazuki's seemingly normal friends, including the discovery of mysterious devices known as ""boxes.""  [Written by MAL Rewrite]"
9726,Zaregoto Series,https://cdn.myanimelist.net/images/manga/1/157901.webp,https://cdn.myanimelist.net/images/manga/1/157901l.webp,8.65,75,775,"Action, Drama, Mystery, Supernatural","A dropout from an elite Houston-based program for teens is on a visit to a private island. Its mistress, virtually marooned there, surrounds herself with geniuses, especially of the young and female kind—one of whom ends up headless one fine morning.  (Source: Kodansha USA)"
98930,Violet Evergarden,https://cdn.myanimelist.net/images/manga/3/279888.webp,https://cdn.myanimelist.net/images/manga/3/279888l.webp,8.64,78,655,"Drama, Fantasy","""Auto-Memories Dolls"" were created with the purpose of recording one's speech and emotions. First invented by Dr. Orland to bring happiness to his wife, such dolls are now being loaned by companies after knowledge of his work became public. Moved by the work of the Auto-Memories Dolls, a woman named Violet Evergarden decides to take up their duties. Beautiful, with golden hair and crystal-blue eyes, she quickly becomes the most popular doll, leaving all her clients delighted by her company.  Violet Evergarden is a compilation of heartwarming short stories revolving around the life of the graceful Auto-Memories Doll as she serves her different clients.  [Written by MAL Rewrite]"
24875,Shinyaku Toaru Majutsu no Index,https://cdn.myanimelist.net/images/manga/2/221675.webp,https://cdn.myanimelist.net/images/manga/2/221675l.webp,8.63,88,1282,"Action, Comedy, Fantasy, Sci-Fi, Super Power, Supernatural","Having lasted merely two weeks, World War III has come to an end. Both Accelerator and Hamazura Shiage have returned home to the people they cherish most after overcoming their individual conflicts. The world is at peace and Academy City continues on as normal while the magicians focus their efforts on repairing the damage they took from the war.  Among this tranquility, however, someone is missing. Someone who used his right hand to save a young girl while changing the tides of war along the way: the ""Imagine Breaker,"" Touma Kamijou. However, the disappearance of the self-proclaimed ordinary high school student has not affected the majority of the world as the temporary peace is soon broken when new threats, both espers and magicians, emerge across the globe. Now, the heroes of World War III must step forth into battle once more, facing off against some of the most powerful enemies imaginable in order to protect the people they hold most dear.  [Written by MAL Rewrite]"
26027,Mahoutsukai no Yoru,https://cdn.myanimelist.net/images/manga/1/63637.webp,https://cdn.myanimelist.net/images/manga/1/63637l.webp,8.63,89,3954,"Mystery, Supernatural","It is the late 1980s. Rumors of a witch living inside an old mansion circulate in the city. Unbeknownst to observers, living inside the mansion is an actual witch, Alice Kuonji, a stoic woman and a magus hiding in the present day. Under her tutelage studies Aoko Aozaki, a high school student studying magecraft as the head of the Aozaki family. As magi, the two of them secretly fight any threat that enters their town.  Things start to change when a young man unfamiliar with city life, Soujuurou Shizuki, enters their lives. Slowly, he affects the lives of these two magi. And so their story begins...  (Source: TV Tropes)"
81669,Overlord,https://cdn.myanimelist.net/images/manga/1/160558.webp,https://cdn.myanimelist.net/images/manga/1/160558l.webp,8.62,90,260,"Action, Fantasy, Isekai","Yggdrasil is a virtual reality game renowned for the freedom it offers its players. After a simple tutorial, players are left to explore the world and can customize anything and everything, from their classes to their weapons. However, in the year 2138, the game sees its final hours as its servers shut down at midnight.  Momonga, a devoted player of Yggdrasil, decides to spend the game's last hours inside his guild, Ainz Ooal Gown. Strangely, at the stroke of midnight, the game does not log him out. Instead, Momonga finds himself transported to another world, one that is seemingly identical to that of Yggdrasil. Facing an already abnormal situation, he discovers that the NPCs have gained sentience.  Trapped in his avatar's skeletal body and desperate to uncover the cause of his predicament and find other players like him, Momonga sets out to take control of the new world with the help of his loyal subjects.  [Written by MAL Rewrite]"
70399,Seishun Buta Yarou Series,https://cdn.myanimelist.net/images/manga/2/177502.jpg,https://cdn.myanimelist.net/images/manga/2/177502l.jpg,8.61,98,675,"Drama, Romance, School, Supernatural","One day, in the library where Sakuta Azusagawa studies, he runs into an unexpected sight: a beautiful high school girl in a bunny outfit. She turns out to be Mai Sakurajima, a famous former actress and fellow student at Minegahara High. His surprise at seeing Mai wear such risqué attire in the library, however, is nothing compared to the shocking realization that he is the only one who can see her!  Reminded of an event from his past, Sakuta offers to help Mai discover the reason behind her invisibility. Despite their initially contentious relationship, the two quickly become close: Mai and Sakuta learn to appreciate each other, and their friendship turns into a budding romance. This further fuels their determination to solve Mai's dilemma.  While the investigation progresses, Sakuta attributes Mai's situation to an urban legend known as Adolescence Syndrome: strange phenomena occurring in youth, unexplained by science and often dismissed as delusion. With few promising results, Mai's predicament worsens to the point where being unseen is the least of her worries. Can Sakuta and Mai solve the mystery of her Adolescence Syndrome before she disappears completely?  [Written by MAL Rewrite]"
60553,Kono Subarashii Sekai ni Shukufuku wo!,https://cdn.myanimelist.net/images/manga/1/174932.webp,https://cdn.myanimelist.net/images/manga/1/174932l.webp,8.6,99,315,"Adventure, Comedy, Fantasy, Isekai, Parody","Kazuma Satou lives a laughable and pathetic life, being a shut-in NEET with no distinguishable qualities other than an addiction to video games. On his way home, Kazuma dies trying to save a girl from an oncoming truck—or so he believes. In reality, the ""truck"" was a slow-moving tractor, and he merely died from shock.  Waking up in limbo between death and heaven, Kazuma finds himself facing the arrogant goddess Aqua. Here, he must choose between two options: go on to heaven or be sent to a fantasy world that needs his help to defeat the Demon King. Initially unimpressed by the challenging prospect of fighting a Demon King, Kazuma changes his mind after Aqua tells him he can bring any one item he wants. What better choice does Kazuma have than the goddess standing before him?  Unfortunately, after the two arrive in their new world, two things become clear: Aqua is useless beyond belief, and life in this fantasy realm will be anything but smooth sailing. From paying for food and accommodations to trying to learn new skills, the duo's problems are just starting to take shape—and the arrival of eccentric allies may only make things worse.  [Written by MAL Rewrite]"
159387,Mushoku Tensei: Dasoku-hen,https://cdn.myanimelist.net/images/manga/2/283797.jpg,https://cdn.myanimelist.net/images/manga/2/283797l.jpg,8.58,108,8432,"Fantasy, Isekai, Reincarnation, Slice of Life","Rudeus Greyrat has finally emerged victorious from the showdown at Biheiril Kingdom. With his hard-fought battle over, he can finally rest easy and put his adventuring days behind him. Yeah right! The epic fight may be done, but the story of the Jobless Reincarnation cast is far from over. There's still Norn's wedding, Lucie's first day at school, hunting down marriage partners for Dohga and Isolde, and then...is that Ghislaine?! Get ready for a bounty of antics and action from the Mushoku Tensei universe as the story continues!  (Source: Seven Seas Entertainment)"
399,Kino no Tabi: The Beautiful World,https://cdn.myanimelist.net/images/manga/4/1146.webp,https://cdn.myanimelist.net/images/manga/4/1146l.webp,8.58,110,980,"Adventure, Drama, Fantasy","Destination is a state of mind. A tale of one girl and her bike and the road ahead. Kino wanders around the world on the back of Hermes, her unusual, anthropomorphic motorcycle, only staying in each country for three days. During their adventures, they find happiness, sadness, pain, decadence, violence, beauty, and wisdom. But through it all, they never lose their sense of freedom. They discover that because of the world's imperfections, it is actually a thing of beauty. ""The world is not beautiful, therefore it is.""  (Source: Tokyopop)"
2062,Kara no Kyoukai: The Garden of Sinners,https://cdn.myanimelist.net/images/manga/2/318232.webp,https://cdn.myanimelist.net/images/manga/2/318232l.webp,8.55,123,1149,"Action, Fantasy, Mystery, Psychological, Urban Fantasy","A teenage girl, who possesses the ""Mystic Eyes of Death Perception,"" a supernatural ability that allows the user to see the ""death"" of everything in existence and kill the object by destroying its ""origin."" She recently recovered from a two-year coma caused by a traffic accident. Prior to the traffic accident, she originally had two personalities, a male personality named Shiki (織), and the original female personality Shiki (式). Children born into the Ryougi family are generally male and are raised with two personalities, so the male personality is customarily called the ""yang"" personality, while the female is called the ""yin"" personality. It is easy to tell which Shiki is speaking at a given time because they both have a distinct style of speaking, most notably that the female Shiki refers to herself with the pronoun watashi (私), while male Shiki refers to himself as ore (俺). After waking from her coma, Shiki discovers that she can no longer feel the male Shiki's presence and assumes that he died because of the accident. She also feels a detachment from her memories before the accident, and while she knows she is Shiki, she does not feel that she is. In the hopes of regaining herself and the ""dead"" Shiki, she puts on a cold facade that somewhat resembles the male Shiki's and tries to act as the female Shiki did. Touko understands the sense of detachment Shiki feels, but considers the current Shiki a third, new personality.  The series is regarded as being set in the same world as another TYPE-MOON series, Tsukihime, with Aoko Aozaki's sister Touko Aozaki being featured in this series and the protagonist of the series, Shiki Ryougi, possessing the same abilities as Tsukihime's protagonist, Shiki Tohno.  (Source: Wikipedia)"
108177,Monogatari Series: Monster Season,https://cdn.myanimelist.net/images/manga/1/198051.webp,https://cdn.myanimelist.net/images/manga/1/198051l.webp,8.54,128,2717,"Comedy, Mystery, Supernatural, Vampire","""It's chic to go saving a girl who has nothing to do with you every once in a while."" Female students from Naoetsu High School have gone missing one after the other. When the mummified bodies of the girls are discovered, there's a very distinctive marking left on the napes of their necks...? Koyomi Araragi, now a first year university student, goes on the move to track down the culprit!  (Source: Kodansha, Bakemonogatari Wikia)"
66517,Umineko no Naku Koro ni,https://cdn.myanimelist.net/images/manga/3/290256.webp,https://cdn.myanimelist.net/images/manga/3/290256l.webp,8.54,131,3241,"Fantasy, Horror, Mystery, Psychological, Supernatural, Suspense","Considered as the third installment in the highly popular When They Cry series by 07th Expansion, Umineko no Naku Koro ni takes place on the island of Rokkenjima, owned by the immensely wealthy Ushiromiya family. As customary per year, the entire family is gathering on the island for a conference that discusses the current financial situations of each respective person. Because of the family head's poor health, this year involves the topic of the head of the family's inheritance and how it will be distributed.  However, the family is unaware that the distribution of his wealth is the least of Ushiromiya Kinzou's (family head) concerns for this year's family conference. After being told that his end was approaching by his longtime friend and physician, Kinzou is desperate to meet his life's true love one last time: the Golden Witch, Beatrice. Having immersed himself in black magic for many of the later years in his life, Kinzou instigates a ceremony to revive his beloved upon his family's arrival on Rokkenjima. Soon after, a violent typhoon traps the family on the island and a string of mysterious murders commence, forcing the eighteen people on the island to fight for their lives in a deadly struggle between fantasy and reality.  [Written by MAL Rewrite]"
3083,Suzumiya Haruhi Series,https://cdn.myanimelist.net/images/manga/1/186142.jpg,https://cdn.myanimelist.net/images/manga/1/186142l.jpg,8.53,135,477,"Comedy, Drama, School, Sci-Fi, Supernatural","As the students of Class 1-5 introduce themselves at the beginning of their high school careers, the cynical but otherwise fairly ordinary boy known as Kyon sits down, having just finished his piece. However, when the girl sitting behind him stands up to give her speech, the words she utters dumbfound the entire class. Proclaiming that she has no interest in ordinary humans and is in search of the supernatural, Haruhi Suzumiya makes her unforgettable debut.  Doubting Haruhi's sincerity, Kyon lets his curiosity get the better of him and attempts to befriend her in spite of his classmates' warnings. Unfortunately, as the eccentric girl slowly opens up to him, Kyon realizes she is dead serious. Moreover, a conversation between the two sparks a dangerous idea in Haruhi's mind: since she is bored with the mundanity of the school's clubs, she should just create her own. With this, the SOS Brigade is born, and Kyon is quickly dragged into a life of absurdity.  Taking over the Literary Club's room, Haruhi soon enlists three new members into her organization: the stoic Yuki Nagato, the timid Mikuru Asahina, and the supposedly mysterious transfer student Itsuki Koizumi. Having thrown together this group of students, Haruhi drags the squad around on adventures in search of the exciting and supernatural, much to Kyon's chagrin. However, he soon discovers that there is more to the new recruits than meets the eye, and that which Haruhi wishes for may be much closer than she realizes.  [Written by MAL Rewrite]"
39859,Steins;Gate,https://cdn.myanimelist.net/images/manga/3/72649.webp,https://cdn.myanimelist.net/images/manga/3/72649l.webp,8.52,140,1522,"Sci-Fi, Suspense","The story of Steins;Gate takes place in Akihabara and is about a group of friends who have managed to customize their microwave into a device that can send text messages to the past. As they perform different experiments, an organization named SERN who has been doing their own research on time travel tracks them down and now the characters have to find a way to avoid being captured by them."
79993,Umineko no Naku Koro ni Chiru,https://cdn.myanimelist.net/images/manga/3/185817.webp,https://cdn.myanimelist.net/images/manga/3/185817l.webp,8.52,141,5355,"Fantasy, Horror, Mystery, Psychological, Supernatural, Suspense",
81211,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,https://cdn.myanimelist.net/images/manga/3/174609.webp,https://cdn.myanimelist.net/images/manga/3/174609l.webp,8.52,142,722,"Drama, Fantasy, Romance, Sci-Fi","Willem Kmetsch wakes up from his icy slumber as the last surviving Emnetwiht, a race of humans that populated the planet’s surface until they met their untimely demise five centuries ago at the hands of ""Beasts."" Currently, he lives among the hundred odd floating islands that make up civilization—otherwise inhabited by various other species, all of whom possess distinct animal-like features such as horns, fangs, wings, and scales. Because he lacks any such feature, Willem is referred to as a ""markless.""   One day, Willem encounters another markless named Ctholly Nota Seniorious. He thinks nothing of the meeting, and continues to spend his days working odd jobs until he runs into her again, this time after accepting a military posting.  Willem soon learns that the group of bubbly young Leprechauns he is tasked to look after are pivotal in the ongoing battle against the Beasts. These girls, who have had little exposure outside a world where they are treated as weapons, are willing to die if it means defeating the Beasts.  Determined to nurture a life of normalcy for them, Willem soon becomes a father figure to the girls. Just like how he once went off to battle, he must now come to terms with watching these children go off to war.  [Written by MAL Rewrite]"
1342,Baccano!,https://cdn.myanimelist.net/images/manga/2/172736.webp,https://cdn.myanimelist.net/images/manga/2/172736l.webp,8.51,145,957,"Action, Fantasy, Mystery, Organized Crime","Aboard the Advenna Avis in 1711, a group of alchemists summon a demon in the hopes of gaining eternal life. The demon gives them an elixir of immortality and the method of ending their existence by ""devouring"" one another. Soon after, one among them begins to devour his companions. Realizing the danger posed by staying together, they scatter across the globe.  Centuries later in 1930's America, a certain federal investigator tries his best to combat the rise of organized crime during Prohibition, send a particularly infuriating terrorist to Alcatraz, and catch an outrageous thief duo. Meanwhile, the transcontinental train, the Flying Pussyfoot, begins its trail of blood across the country.  In 2002, a small group of the original Advenna Avis alchemists are on a journey to find the rest of their fellow immortals. However, there is one companion they did not expect to meet again.  Seemingly unrelated events, from a sleepy Italian city in the early 1700's to a modern luxury cruise ship traveling across the Pacific, reveal themselves to be far more connected than anyone could imagine...  (Source: Wikipedia, MAL Rewrite)"
93097,Monogatari Series: Off Season,https://cdn.myanimelist.net/images/manga/2/181555.jpg,https://cdn.myanimelist.net/images/manga/2/181555l.jpg,8.51,146,3189,"Comedy, Drama, Mystery, Supernatural, Vampire","Oddities have existed throughout history, with some tales of them dating back to 600 years ago. Stories about vampires, a monkey's paw, shikigami, wanderers in the mountain mist, murderous felines, mermaids, wolves, golems, and, most terrifying of all, humans, have been collected by so-called ""oddity specialists."" The purpose of these specialists is to combat, regulate, and, most importantly, solve the many mysteries behind the circumstances these oddities create.  Monogatari Series: Off Season follows eight protagonists—some specialists, some oddities themselves—as they interact with the world of aberrations, often landing themselves in dangerous situations due to their own mischievous doings.  [Written by MAL Rewrite]"
3649,Fate/Zero,https://cdn.myanimelist.net/images/manga/3/186073.webp,https://cdn.myanimelist.net/images/manga/3/186073l.webp,8.5,150,663,"Action, Fantasy, Urban Fantasy","The Holy Grail War is a ritualistic battle fought to determine who is worthy of commanding the Holy Grail: an omnipotent wish-granting device. The war is held between seven mages, each armed with their own familiar, an ancient heroic spirit of legend.  The Einzberns, a major contender in the grail war, have recruited the infamous mage killer Kiritsugu Emiya as their representative in the Fourth Holy Grail War. Though armed with his own arsenal, Kiritsugu is faced with six other mages vying to win. From bettering humanity to garnering respect, all opponents have their own reasons for seeking the Holy Grail.  Taking place 10 years before the events of Fate/Stay Night, Fate/Zero illustrates the events of the fateful Fourth Holy Grail War.  [Written by MAL Rewrite]"
